Episode,Total_Reward,Zone_A_Reward,Zone_B_Reward,Avg_Waiting_Time,Avg_Queue,Epsilon_Local,Epsilon_Supervisor,Sup_A_NS,Sup_A_EW,Sup_A_BAL,Sup_B_NS,Sup_B_EW,Sup_B_BAL,Queue_TLS_1,Queue_TLS_2,Queue_TLS_3,Queue_TLS_4,Queue_TLS_5,Queue_TLS_6,Queue_TLS_7,Queue_TLS_8
1,-4093.499999999998,-1942.9999999999984,-2150.500000000003,0.05223880597014925,0.5,0.02688620915078702,0.2994,0.24481327800829875,0.4854771784232365,0.2697095435684647,0.26556016597510373,0.44813278008298757,0.2863070539419087,0,1,0,0,3,0,0,0
2,-4125.500000000013,-1941.9999999999989,-2183.500000000005,0.10218978102189781,0.5,0.026832436732485445,0.2988012,0.4066390041493776,0.25311203319502074,0.34024896265560167,0.3817427385892116,0.2987551867219917,0.31950207468879666,0,1,0,0,3,0,0,0
3,-4010.999999999988,-1932.000000000005,-2078.9999999999995,0.04964539007092199,0.5,0.026778771859020473,0.2982035976,0.27800829875518673,0.36099585062240663,0.36099585062240663,0.42323651452282157,0.3775933609958506,0.1991701244813278,0,1,0,0,2,1,0,0
4,-3771.9999999999977,-1848.5000000000068,-1923.4999999999998,0.08148148148148149,0.25,0.02672521431530243,0.2976071904048,0.2946058091286307,0.4605809128630705,0.24481327800829875,0.4605809128630705,0.4066390041493776,0.13278008298755187,0,0,0,2,0,0,0,0
5,-3875.5000000000014,-1772.0000000000039,-2103.5000000000077,0.014598540145985401,0.125,0.026671763886671827,0.2970119760239904,0.21991701244813278,0.4896265560165975,0.29045643153526973,0.5394190871369294,0.29045643153526973,0.17012448132780084,0,1,0,0,0,0,0,0
6,-3988.5000000000023,-2039.5000000000002,-1949.0000000000068,0.02857142857142857,0.125,0.026618420358898484,0.2964179520719424,0.31950207468879666,0.44813278008298757,0.23236514522821577,0.43568464730290457,0.4605809128630705,0.1037344398340249,0,1,0,0,0,0,0,0
7,-4025.5000000000023,-1958.0000000000036,-2067.5000000000036,0.021897810218978103,0.25,0.02656518351818069,0.2958251161677985,0.29045643153526973,0.44813278008298757,0.26141078838174275,0.4979253112033195,0.36929460580912865,0.13278008298755187,0,1,1,0,0,0,0,0
8,-4190.5000000000055,-1965.0000000000036,-2225.500000000008,0.05970149253731343,0.375,0.026512053151144327,0.2952334659354629,0.11203319502074689,0.3941908713692946,0.49377593360995853,0.4730290456431535,0.2946058091286307,0.23236514522821577,0,1,0,0,1,1,0,0
9,-4005.4999999999905,-1986.0000000000018,-2019.5000000000025,0.043795620437956206,0.375,0.02645902904484204,0.294642999003592,0.2157676348547718,0.3983402489626556,0.38589211618257263,0.42738589211618255,0.4066390041493776,0.16597510373443983,1,0,0,1,1,0,0,0
10,-3804.500000000008,-1861.5000000000032,-1942.999999999996,0.12408759124087591,0.875,0.026406110986752353,0.2940537130055848,0.11618257261410789,0.5103734439834025,0.37344398340248963,0.4149377593360996,0.43568464730290457,0.14937759336099585,1,1,0,1,2,1,0,1
11,-9390.999999999984,-4399.000000000006,-4991.999999999973,0.051470588235294115,0.5,0.02635329876477885,0.29346560557957363,0.27385892116182575,0.17427385892116182,0.5518672199170125,0.5767634854771784,0.26556016597510373,0.15767634854771784,0,1,0,0,3,0,0,0
12,-4128.499999999998,-1979.000000000003,-2149.5000000000014,0.06666666666666667,0.5,0.026300592167249292,0.29287867436841447,0.2946058091286307,0.17842323651452283,0.5269709543568465,0.5518672199170125,0.2697095435684647,0.17842323651452283,0,1,0,0,2,1,0,0
13,-4175.999999999998,-2002.5000000000045,-2173.5000000000036,0.022058823529411766,0.25,0.026247990982914794,0.29229291701967763,0.4896265560165975,0.21161825726141079,0.2987551867219917,0.46887966804979253,0.3070539419087137,0.22406639004149378,0,0,0,0,1,1,0,0
14,-4361.499999999987,-2197.999999999999,-2163.5,0.06521739130434782,0.5,0.026195495000948962,0.29170833118563827,0.5435684647302904,0.08298755186721991,0.37344398340248963,0.5062240663900415,0.2946058091286307,0.1991701244813278,0,1,0,1,2,0,0,0
15,-4361.999999999982,-2165.499999999997,-2196.500000000007,0.014598540145985401,0.25,0.026143104010947063,0.291124914523267,0.4315352697095436,0.17012448132780084,0.3983402489626556,0.42323651452282157,0.27800829875518673,0.2987551867219917,0,0,0,0,2,0,0,0
16,-3870.5000000000127,-1887.0000000000014,-1983.5000000000002,0.043795620437956206,0.25,0.02609081780292517,0.29054266469422046,0.3775933609958506,0.2863070539419087,0.3360995850622407,0.5767634854771784,0.3112033195020747,0.11203319502074689,0,0,0,0,0,2,0,0
17,-3920.4999999999905,-1906.5000000000043,-2013.9999999999998,0.08888888888888889,0.375,0.02603863616731932,0.289961579364832,0.43568464730290457,0.23651452282157676,0.3278008298755187,0.47717842323651455,0.3360995850622407,0.18672199170124482,0,1,2,0,0,0,0,0
18,-4464.000000000006,-2307.000000000006,-2157.0000000000036,0.0,0.0,0.02598655889498468,0.28938165620610234,0.44813278008298757,0.2033195020746888,0.34854771784232363,0.5103734439834025,0.26141078838174275,0.22821576763485477,0,0,0,0,0,0,0,0
19,-3941.4999999999945,-1850.5000000000018,-2091.0000000000005,0.07246376811594203,0.625,0.02593458577719471,0.28880289289369016,0.3070539419087137,0.3029045643153527,0.3900414937759336,0.4854771784232365,0.23651452282157676,0.27800829875518673,0,0,1,0,4,0,0,0
20,-3871.0000000000045,-1942.0000000000018,-1929.0000000000018,0.029411764705882353,0.25,0.025882716605640323,0.2882252871079028,0.4190871369294606,0.21161825726141079,0.36929460580912865,0.5103734439834025,0.3070539419087137,0.1825726141078838,0,0,1,0,0,1,0,0
21,-6007.999999999963,-3814.4999999999936,-2193.500000000006,0.043795620437956206,0.25,0.02583095117242904,0.287648836533687,0.2946058091286307,0.23236514522821577,0.4730290456431535,0.5020746887966805,0.3153526970954357,0.1825726141078838,0,0,1,0,1,0,0,0
22,-5080.499999999994,-2951.9999999999977,-2128.500000000002,0.0,0.0,0.025779289270084185,0.28707353886061965,0.5394190871369294,0.24066390041493776,0.21991701244813278,0.5228215767634855,0.2863070539419087,0.1908713692946058,0,0,0,0,0,0,0,0
23,-4936.499999999981,-2757.499999999998,-2179.0000000000045,0.029197080291970802,0.375,0.025727730691544017,0.2864993917828984,0.4024896265560166,0.12033195020746888,0.47717842323651455,0.5975103734439834,0.17012448132780084,0.23236514522821577,0,0,0,1,2,0,0,0
24,-4317.499999999994,-2218.4999999999995,-2098.999999999999,0.06521739130434782,0.375,0.02567627523016093,0.2859263929993326,0.44813278008298757,0.24481327800829875,0.3070539419087137,0.4730290456431535,0.2863070539419087,0.24066390041493776,1,0,1,0,1,0,0,0
25,-4739.5000000000055,-2630.0000000000055,-2109.5000000000005,0.029411764705882353,0.25,0.02562492267970061,0.28535454021333395,0.21991701244813278,0.31950207468879666,0.4605809128630705,0.47717842323651455,0.2821576763485477,0.24066390041493776,0,1,1,0,0,0,0,0
26,-4355.000000000027,-1890.9999999999984,-2464.0000000000036,0.014705882352941176,0.0,0.02557367283434121,0.2847838311329073,0.22821576763485477,0.2074688796680498,0.5643153526970954,0.43568464730290457,0.1825726141078838,0.3817427385892116,0,0,0,0,0,0,0,0
27,-4077.500000000003,-1890.9999999999986,-2186.4999999999995,0.11678832116788321,0.5,0.025522525488672527,0.2842142634706415,0.27800829875518673,0.3029045643153527,0.4190871369294606,0.5352697095435685,0.1991701244813278,0.26556016597510373,0,0,0,0,3,0,0,1
28,-4164.000000000014,-1971.9999999999984,-2191.9999999999977,0.02158273381294964,0.125,0.025471480437695183,0.2836458349437002,0.24066390041493776,0.2946058091286307,0.46473029045643155,0.5435684647302904,0.2697095435684647,0.18672199170124482,0,1,0,0,0,0,0,0
29,-4118.4999999999945,-1939.500000000004,-2179.0000000000027,0.007352941176470588,0.125,0.025420537476819792,0.2830785432738128,0.3112033195020747,0.25311203319502074,0.43568464730290457,0.5020746887966805,0.33195020746887965,0.16597510373443983,0,0,0,0,1,0,0,0
30,-4006.999999999999,-1817.5000000000025,-2189.500000000001,0.029411764705882353,0.125,0.025369696401866152,0.2825123861872652,0.34024896265560167,0.3153526970954357,0.34439834024896265,0.6473029045643154,0.23236514522821577,0.12033195020746888,0,1,0,0,0,0,0,0
31,-4123.000000000001,-1961.0000000000039,-2162.0000000000045,0.02877697841726619,0.125,0.02531895700906242,0.2819473614148907,0.2863070539419087,0.17842323651452283,0.5352697095435685,0.5145228215767634,0.2863070539419087,0.1991701244813278,0,1,0,0,0,0,0,0
32,-4119.50000000001,-1987.5000000000011,-2132.0,0.014814814814814815,0.25,0.025268319095044296,0.2813834666920609,0.4605809128630705,0.14107883817427386,0.3983402489626556,0.5103734439834025,0.24066390041493776,0.24896265560165975,0,0,0,1,0,1,0,0
33,-4288.500000000011,-1879.9999999999977,-2408.5000000000014,0.050724637681159424,0.75,0.02521778245685421,0.28082069975867674,0.4066390041493776,0.23236514522821577,0.36099585062240663,0.42738589211618255,0.27800829875518673,0.2946058091286307,0,0,0,1,5,0,0,0
34,-3934.4999999999873,-1762.0000000000043,-2172.5000000000005,0.022388059701492536,0.125,0.0251673468919405,0.2802590583591594,0.2033195020746888,0.26556016597510373,0.5311203319502075,0.46887966804979253,0.36099585062240663,0.17012448132780084,0,0,0,0,0,0,0,1
35,-4179.500000000021,-1861.5000000000007,-2318.0000000000045,0.044444444444444446,0.25,0.02511701219815662,0.27969854024244106,0.2074688796680498,0.24896265560165975,0.5435684647302904,0.3900414937759336,0.44398340248962653,0.16597510373443983,0,1,0,0,0,0,0,1
36,-3996.5,-1859.4999999999966,-2136.9999999999995,0.037037037037037035,0.375,0.025066778173760306,0.2791391431619562,0.14522821576763487,0.34024896265560167,0.5145228215767634,0.5020746887966805,0.3360995850622407,0.16182572614107885,0,0,0,0,0,2,1,0
37,-4307.000000000022,-2028.499999999999,-2278.500000000007,0.014705882352941176,0.125,0.025016644617412785,0.2785808648756323,0.3070539419087137,0.13278008298755187,0.5601659751037344,0.46887966804979253,0.43568464730290457,0.0954356846473029,0,0,0,0,0,1,0,0
38,-4219.499999999999,-1878.5000000000068,-2341.000000000004,0.021897810218978103,0.25,0.02496661132817796,0.278023703145881,0.2946058091286307,0.1825726141078838,0.5228215767634855,0.38589211618257263,0.42323651452282157,0.1908713692946058,0,0,0,0,0,1,0,1
39,-4671.499999999992,-1999.4999999999952,-2671.9999999999986,0.03597122302158273,0.25,0.024916678105521603,0.2774676557395892,0.3900414937759336,0.1825726141078838,0.42738589211618255,0.24481327800829875,0.44398340248962653,0.3112033195020747,0,0,1,0,0,1,0,0
40,-4302.999999999991,-1854.9999999999993,-2448.0000000000045,0.1510791366906475,0.875,0.02486684474931056,0.27691272042811005,0.2033195020746888,0.26141078838174275,0.5352697095435685,0.34854771784232363,0.24896265560165975,0.4024896265560166,0,0,1,0,2,2,0,2
41,-4251.500000000007,-1946.4999999999968,-2305.000000000002,0.1079136690647482,0.625,0.02481711105981194,0.2763588949872538,0.12033195020746888,0.3153526970954357,0.5643153526970954,0.45643153526970953,0.2863070539419087,0.2572614107883817,0,1,1,0,1,1,0,1
42,-4319.000000000005,-1999.5000000000011,-2319.499999999999,0.043478260869565216,0.25,0.024767476837692315,0.2758061771972793,0.3278008298755187,0.21991701244813278,0.45228215767634855,0.36099585062240663,0.3153526970954357,0.3236514522821577,0,1,0,0,0,0,0,1
43,-4012.499999999995,-1871.000000000003,-2141.500000000005,0.02962962962962963,0.125,0.02471794188401693,0.27525456484288474,0.2697095435684647,0.1078838174273859,0.6224066390041494,0.23236514522821577,0.5394190871369294,0.22821576763485477,0,0,0,0,1,0,0,0
44,-4361.00000000001,-2009.4999999999995,-2351.5000000000027,0.03759398496240601,0.25,0.024668506000248894,0.27470405571319895,0.27800829875518673,0.2033195020746888,0.5186721991701245,0.31950207468879666,0.33195020746887965,0.34854771784232363,0,0,0,0,0,2,0,0
45,-4131.999999999993,-1991.000000000004,-2141.000000000004,0.06521739130434782,0.375,0.024619168988248397,0.27415464760177255,0.2572614107883817,0.17427385892116182,0.5684647302904564,0.2697095435684647,0.3983402489626556,0.33195020746887965,1,0,1,0,1,0,0,0
46,-4362.999999999999,-1827.0,-2535.9999999999945,0.07462686567164178,0.625,0.0245699306502719,0.273606338306569,0.2946058091286307,0.2821576763485477,0.42323651452282157,0.34024896265560167,0.24066390041493776,0.4190871369294606,0,1,1,1,2,0,0,0
47,-4619.999999999998,-2038.5000000000043,-2581.500000000001,0.06569343065693431,0.375,0.024520790788971354,0.2730591256299559,0.2697095435684647,0.21991701244813278,0.5103734439834025,0.1825726141078838,0.2074688796680498,0.6099585062240664,0,0,1,1,1,0,0,0
48,-4055.9999999999995,-1841.0000000000007,-2215.0000000000064,0.043795620437956206,0.375,0.024471749207393412,0.272513007378696,0.43983402489626555,0.23236514522821577,0.3278008298755187,0.1950207468879668,0.3983402489626556,0.4066390041493776,0,1,1,0,0,1,0,0
49,-3868.999999999996,-1864.000000000001,-2004.9999999999975,0.08823529411764706,0.375,0.024422805708978625,0.2719679813639386,0.4024896265560166,0.3112033195020747,0.2863070539419087,0.35269709543568467,0.34439834024896265,0.3029045643153527,0,1,0,0,2,0,0,0
50,-4111.000000000002,-1976.0000000000016,-2135.0000000000023,0.04411764705882353,0.25,0.024373960097560668,0.27142404540121073,0.42738589211618255,0.1078838174273859,0.46473029045643155,0.21161825726141079,0.3775933609958506,0.4107883817427386,0,1,0,0,1,0,0,0
51,-3777.500000000011,-1861.0000000000043,-1916.5000000000023,0.07352941176470588,0.375,0.024325212177365548,0.27088119731040833,0.47717842323651455,0.1908713692946058,0.33195020746887965,0.1991701244813278,0.43983402489626555,0.36099585062240663,0,1,0,2,0,0,0,0
52,-4018.000000000004,-1936.5000000000036,-2081.5000000000014,0.14925373134328357,0.5,0.024276561753010815,0.2703394349157875,0.5062240663900415,0.24066390041493776,0.25311203319502074,0.26556016597510373,0.3775933609958506,0.35684647302904565,0,1,0,0,0,2,0,1
53,-3821.500000000002,-1856.9999999999984,-1964.4999999999998,0.014705882352941176,0.125,0.024228008629504794,0.26979875604595593,0.4149377593360996,0.27800829875518673,0.3070539419087137,0.0995850622406639,0.47717842323651455,0.42323651452282157,0,0,0,0,0,1,0,0
54,-3958.9999999999955,-1945.4999999999993,-2013.4999999999973,0.03731343283582089,0.125,0.024179552612245785,0.269259158533864,0.43568464730290457,0.24481327800829875,0.31950207468879666,0.14522821576763487,0.38589211618257263,0.46887966804979253,0,0,0,0,1,0,0,0
55,-4216.000000000016,-2005.500000000001,-2210.5000000000027,0.0661764705882353,0.25,0.024131193507021295,0.26872064021679626,0.33195020746887965,0.29045643153526973,0.3775933609958506,0.2074688796680498,0.25311203319502074,0.5394190871369294,0,1,0,0,1,0,0,0
56,-3775.0000000000036,-1835.0000000000036,-1939.9999999999998,0.06474820143884892,0.625,0.024082931120007253,0.26818319893636267,0.43568464730290457,0.3070539419087137,0.2572614107883817,0.29045643153526973,0.3817427385892116,0.3278008298755187,2,0,1,1,1,0,0,0
57,-4125.49999999999,-1957.000000000004,-2168.499999999999,0.10869565217391304,0.375,0.024034765257767238,0.2676468325384899,0.3070539419087137,0.36099585062240663,0.33195020746887965,0.12863070539419086,0.2821576763485477,0.5892116182572614,0,1,1,0,0,1,0,0
58,-3894.499999999992,-2036.5000000000052,-1857.9999999999977,0.044444444444444446,0.125,0.023986695727251702,0.26711153887341293,0.3900414937759336,0.17842323651452283,0.4315352697095436,0.11618257261410789,0.4190871369294606,0.46473029045643155,0,1,0,0,0,0,0,0
59,-4369.5,-2086.0000000000023,-2283.500000000006,0.0364963503649635,0.5,0.023938722335797198,0.2665773157956661,0.26141078838174275,0.34024896265560167,0.3983402489626556,0.22821576763485477,0.2074688796680498,0.5643153526970954,0,1,0,1,2,0,0,0
60,-4041.999999999991,-2107.5000000000014,-1934.5000000000002,0.021739130434782608,0.125,0.023890844891125605,0.2660441611640748,0.4107883817427386,0.18672199170124482,0.4024896265560166,0.3070539419087137,0.4605809128630705,0.23236514522821577,0,0,0,0,1,0,0,0
61,-4080.9999999999945,-1885.5000000000032,-2195.5000000000023,0.043795620437956206,0.25,0.023843063201343353,0.26551207284174666,0.35684647302904565,0.44398340248962653,0.1991701244813278,0.2821576763485477,0.21991701244813278,0.4979253112033195,0,1,0,0,1,0,0,0
62,-3728.4999999999977,-1880.0000000000011,-1848.5000000000052,0.007246376811594203,0.125,0.023795377074940668,0.26498104869606315,0.26141078838174275,0.5145228215767634,0.22406639004149378,0.2074688796680498,0.45643153526970953,0.3360995850622407,0,0,0,0,1,0,0,0
63,-3971.9999999999964,-2047.5000000000075,-1924.5000000000018,0.09558823529411764,0.5,0.023747786320790786,0.264451086598671,0.31950207468879666,0.31950207468879666,0.36099585062240663,0.24481327800829875,0.4149377593360996,0.34024896265560167,0,1,0,0,1,0,0,2
64,-3958.0000000000036,-2087.499999999998,-1870.5000000000007,0.057971014492753624,0.375,0.023700290748149205,0.26392218442547366,0.24066390041493776,0.4190871369294606,0.34024896265560167,0.21161825726141079,0.4854771784232365,0.3029045643153527,0,0,0,1,2,0,0,0
65,-3863.4999999999977,-1971.5000000000002,-1891.9999999999998,0.07971014492753623,0.375,0.023652890166652906,0.2633943400566227,0.3070539419087137,0.37344398340248963,0.31950207468879666,0.36929460580912865,0.4066390041493776,0.22406639004149378,0,1,0,0,2,0,0,0
66,-3959.499999999988,-1953.5000000000016,-2005.9999999999982,0.11678832116788321,0.375,0.0236055843863196,0.26286755137650947,0.42738589211618255,0.35684647302904565,0.2157676348547718,0.2946058091286307,0.35684647302904565,0.34854771784232363,0,0,0,1,1,0,0,1
67,-3908.000000000008,-1993.000000000007,-1914.999999999998,0.0,0.0,0.02355837321754696,0.26234181627375647,0.43568464730290457,0.21991701244813278,0.34439834024896265,0.18672199170124482,0.48132780082987553,0.33195020746887965,0,0,0,0,0,0,0,0
68,-4025.499999999991,-2166.0000000000005,-1859.5000000000039,0.050724637681159424,0.25,0.023511256471111866,0.2618171326412089,0.33195020746887965,0.21161825726141079,0.45643153526970953,0.3775933609958506,0.3817427385892116,0.24066390041493776,0,0,2,0,0,0,0,0
69,-3625.500000000003,-2127.5000000000027,-1498.0000000000025,0.10869565217391304,0.75,0.023464233958169642,0.2612934983759265,0.2987551867219917,0.3360995850622407,0.3651452282157676,0.16597510373443983,0.5518672199170125,0.2821576763485477,0,1,1,1,2,0,1,0
70,-4284.999999999987,-2161.5,-2123.5000000000014,0.08695652173913043,0.5,0.023417305490253303,0.2607709113791747,0.2863070539419087,0.5062240663900415,0.2074688796680498,0.4190871369294606,0.2863070539419087,0.2946058091286307,0,1,0,0,2,0,0,1
71,-3731.4999999999945,-1758.5000000000014,-1973.0000000000007,0.0,0.0,0.023370470879272794,0.2602493695564163,0.3112033195020747,0.44813278008298757,0.24066390041493776,0.4190871369294606,0.34024896265560167,0.24066390041493776,0,0,0,0,0,0,0,0
72,-3950.4999999999786,-1859.500000000003,-2091.0000000000005,0.02962962962962963,0.25,0.023323729937514248,0.2597288708173035,0.21161825726141079,0.4190871369294606,0.36929460580912865,0.35684647302904565,0.34024896265560167,0.3029045643153527,1,0,0,1,0,0,0,0
73,-3753.9999999999914,-1862.0000000000018,-1892.0000000000005,0.058394160583941604,0.25,0.02327708247763922,0.2592094130756689,0.3112033195020747,0.34854771784232363,0.34024896265560167,0.27385892116182575,0.44813278008298757,0.27800829875518673,0,0,0,0,2,0,0,0
74,-3738.499999999995,-1635.000000000006,-2103.5000000000036,0.04316546762589928,0.25,0.02323052831268394,0.2586909942495176,0.2987551867219917,0.45228215767634855,0.24896265560165975,0.36099585062240663,0.34854771784232363,0.29045643153526973,0,0,1,0,1,0,0,0
75,-4007.9999999999955,-1994.5000000000014,-2013.5000000000095,0.04411764705882353,0.25,0.023184067256058573,0.25817361226101854,0.34854771784232363,0.36099585062240663,0.29045643153526973,0.38589211618257263,0.4024896265560166,0.21161825726141079,0,0,0,0,1,0,0,1
76,-3887.500000000006,-1903.5000000000061,-1984.0000000000023,0.029411764705882353,0.125,0.023137699121546455,0.2576572650364965,0.25311203319502074,0.3900414937759336,0.35684647302904565,0.26141078838174275,0.4066390041493776,0.33195020746887965,0,0,0,0,0,1,0,0
77,-4160.499999999998,-1909.0000000000011,-2251.500000000001,0.06569343065693431,0.125,0.02309142372330336,0.2571419505064235,0.5435684647302904,0.3153526970954357,0.14107883817427386,0.2157676348547718,0.27800829875518673,0.5062240663900415,0,1,0,0,0,0,0,0
78,-3508.999999999998,-1807.5000000000005,-1701.5000000000002,0.02962962962962963,0.125,0.023045240875856753,0.2566276666054107,0.4605809128630705,0.3900414937759336,0.14937759336099585,0.31950207468879666,0.4605809128630705,0.21991701244813278,0,0,0,1,0,0,0,0
79,-3526.499999999999,-1707.9999999999984,-1818.5000000000032,0.06666666666666667,0.125,0.02299915039410504,0.25611441127219986,0.4315352697095436,0.46887966804979253,0.0995850622406639,0.26556016597510373,0.4315352697095436,0.3029045643153527,0,1,0,0,0,0,0,0
80,-3978.000000000001,-1765.0000000000025,-2213.000000000005,0.08088235294117647,0.25,0.02295315209331683,0.25560218244965544,0.45228215767634855,0.3236514522821577,0.22406639004149378,0.2572614107883817,0.2697095435684647,0.4730290456431535,0,1,0,0,1,0,0,0
81,-4166.499999999986,-1917.499999999999,-2249.0000000000014,0.10294117647058823,0.375,0.0229072457891302,0.2550909780847561,0.3278008298755187,0.34439834024896265,0.3278008298755187,0.2033195020746888,0.3070539419087137,0.4896265560165975,0,0,0,0,2,0,0,1
82,-3919.500000000004,-1895.000000000002,-2024.5000000000027,0.0,0.0,0.02286143129755194,0.2545807961285866,0.44813278008298757,0.3029045643153527,0.24896265560165975,0.2821576763485477,0.35684647302904565,0.36099585062240663,0,0,0,0,0,0,0,0
83,-3992.4999999999986,-1712.5000000000011,-2280.000000000002,0.051094890510948905,0.25,0.022815708434956835,0.2540716345363294,0.49377593360995853,0.3941908713692946,0.11203319502074689,0.24896265560165975,0.22406639004149378,0.5269709543568465,0,0,0,0,0,0,0,2
84,-4142.000000000007,-2046.0000000000007,-2096.0000000000005,0.06666666666666667,0.5,0.02277007701808692,0.25356349126725675,0.5933609958506224,0.2572614107883817,0.14937759336099585,0.1991701244813278,0.2572614107883817,0.5435684647302904,0,0,2,0,2,0,0,0
85,-3631.5000000000077,-2122.500000000002,-1509.0,0.06521739130434782,0.5,0.022724536864050748,0.2530563642847222,0.5145228215767634,0.1908713692946058,0.2946058091286307,0.12033195020746888,0.7012448132780082,0.17842323651452283,0,0,1,1,2,0,0,0
86,-4242.499999999993,-2027.5000000000036,-2215.000000000014,0.02962962962962963,0.125,0.022679087790322645,0.2525502515561528,0.4066390041493776,0.27800829875518673,0.3153526970954357,0.26556016597510373,0.17427385892116182,0.5601659751037344,0,0,0,1,0,0,0,0
87,-4063.4999999999964,-1947.0000000000045,-2116.500000000001,0.03731343283582089,0.375,0.022633729614742,0.2520451510530405,0.3983402489626556,0.36929460580912865,0.23236514522821577,0.2074688796680498,0.31950207468879666,0.4730290456431535,0,0,0,0,3,0,0,0
88,-4018.499999999993,-2003.5000000000039,-2015.0,0.08148148148148149,0.375,0.022588462155512516,0.2515410607509344,0.44398340248962653,0.29045643153526973,0.26556016597510373,0.16597510373443983,0.3941908713692946,0.43983402489626555,0,0,1,1,1,0,0,0
89,-3941.499999999991,-2004.0000000000039,-1937.500000000003,0.03731343283582089,0.25,0.02254328523120149,0.25103797862943256,0.4730290456431535,0.1991701244813278,0.3278008298755187,0.2074688796680498,0.46887966804979253,0.3236514522821577,0,0,0,1,1,0,0,0
90,-4222.000000000006,-2056.999999999998,-2165.000000000001,0.13970588235294118,0.875,0.02249819866073909,0.2505359026721737,0.48132780082987553,0.2821576763485477,0.23651452282157676,0.16182572614107885,0.38589211618257263,0.45228215767634855,0,1,0,0,3,0,1,2
91,-4073.9999999999905,-2005.0000000000023,-2069.000000000004,0.043478260869565216,0.25,0.02245320226341761,0.2500348308668293,0.4066390041493776,0.17427385892116182,0.4190871369294606,0.2821576763485477,0.34439834024896265,0.37344398340248963,0,1,0,1,0,0,0,0
92,-3774.9999999999923,-1963.5000000000057,-1811.5000000000025,0.18115942028985507,0.5,0.022408295858890773,0.24953476120509566,0.5892116182572614,0.24481327800829875,0.16597510373443983,0.1991701244813278,0.45643153526970953,0.34439834024896265,0,0,3,0,0,0,1,0
93,-4117.49999999999,-1987.000000000003,-2130.5000000000014,0.06474820143884892,0.375,0.02236347926717299,0.24903569168268547,0.4979253112033195,0.2697095435684647,0.23236514522821577,0.2987551867219917,0.22821576763485477,0.4730290456431535,0,1,0,1,0,0,0,1
94,-4149.000000000007,-2120.0000000000086,-2029.0000000000066,0.07194244604316546,0.375,0.022318752308638643,0.24853762029932008,0.4315352697095436,0.14522821576763487,0.42323651452282157,0.31950207468879666,0.3153526970954357,0.3651452282157676,0,0,1,1,0,0,0,1
95,-3855.499999999998,-2042.0000000000007,-1813.500000000003,0.044444444444444446,0.25,0.022274114804021364,0.24804054505872145,0.45228215767634855,0.26556016597510373,0.2821576763485477,0.1950207468879668,0.47717842323651455,0.3278008298755187,0,0,0,1,1,0,0,0
96,-4095.5,-1938.4999999999973,-2157.000000000003,0.08823529411764706,0.5,0.02222956657441332,0.247544463968604,0.45228215767634855,0.2863070539419087,0.26141078838174275,0.23236514522821577,0.27385892116182575,0.49377593360995853,0,1,0,1,2,0,0,0
97,-3667.4999999999905,-1979.0000000000002,-1688.5000000000005,0.021897810218978103,0.125,0.022185107441264496,0.2470493750406668,0.38589211618257263,0.3817427385892116,0.23236514522821577,0.2697095435684647,0.5020746887966805,0.22821576763485477,0,0,1,0,0,0,0,0
98,-3997.499999999993,-1956.0000000000014,-2041.5000000000018,0.022058823529411766,0.125,0.022140737226381966,0.24655527629058546,0.45643153526970953,0.27800829875518673,0.26556016597510373,0.27800829875518673,0.3360995850622407,0.38589211618257263,0,0,0,1,0,0,0,0
99,-3988.9999999999877,-1970.5000000000064,-2018.500000000005,0.037037037037037035,0.25,0.0220964557519292,0.2460621657380043,0.5643153526970954,0.2697095435684647,0.16597510373443983,0.2987551867219917,0.34439834024896265,0.35684647302904565,0,1,0,1,0,0,0,0
